Rowid	Analysis Plan Sort	Analysis Plan Id	Description	NAME1	STAT1	NAME2	STAT2	NAME3	STAT3	NAME4	STAT4	NAME5	STAT5	NAME6	STAT6	NAME7	STAT7	NAME8	STAT8	NAME9	STAT9	NAME10	STAT10
45762	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi/3-/Total NK/CCR6+CXCR3-:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi/3-/Total NK/CCR6+CXCR3-:Count																		
45763	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi/3-/Total NK/CCR6-CXCR3+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi/3-/Total NK/CCR6-CXCR3+:Count																		
45764	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi/3-/Total NK/CCR6-CXCR3-:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi/3-/Total NK/CCR6-CXCR3-:Count																		
45765	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi/3-/Total NK/CM:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi/3-/Total NK/CM:Count																		
45750	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi/3-/Total NK:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi/3-/Total NK:Count																		
45766	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi/3-/Total NK/CXCR3+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi/3-/Total NK/CXCR3+:Count																		
45767	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi/3-/Total NK/DR+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi/3-/Total NK/DR+:Count																		
45768	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi/3-/Total NK/EM:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi/3-/Total NK/EM:Count																		
45769	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi/3-/Total NK/IFNg+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi/3-/Total NK/IFNg+:Count																		
45770	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi/3-/Total NK/IFNg_OR_IL2:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi/3-/Total NK/IFNg_OR_IL2:Count																		
45773	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi/3-/Total NK/IFNg_OR_IL2_OR_154:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi/3-/Total NK/IFNg_OR_IL2_OR_154:Count																		
45771	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi/3-/Total NK/IFNg_OR_IL2_OR_TNF:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi/3-/Total NK/IFNg_OR_IL2_OR_TNF:Count																		
45772	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi/3-/Total NK/IFNg_OR_IL2_OR_TNF_OR_154:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi/3-/Total NK/IFNg_OR_IL2_OR_TNF_OR_154:Count																		
45776	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi/3-/Total NK/IL17a_OR_IL17F+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi/3-/Total NK/IL17a_OR_IL17F+:Count																		
45774	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi/3-/Total NK/IL2+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi/3-/Total NK/IL2+:Count																		
45775	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi/3-/Total NK/IL4_OR_IL13+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi/3-/Total NK/IL4_OR_IL13+:Count																		
45777	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi/3-/Total NK/Ki67+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi/3-/Total NK/Ki67+:Count																		
45778	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi/3-/Total NK/N:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi/3-/Total NK/N:Count																		
45780	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi/3-/Total NK/R7+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi/3-/Total NK/R7+:Count																		
45779	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi/3-/Total NK/RA+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi/3-/Total NK/RA+:Count																		
45781	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi/3-/Total NK/TEMRA:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi/3-/Total NK/TEMRA:Count																		
45782	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi/3-/Total NK/TNF+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi/3-/Total NK/TNF+:Count																		
45465	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/S/L/NotDRhi:Count																		
45417	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi:Count																		
45419	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+:Count																		
45423	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos classical/103+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos classical/103+:Count																		
45421	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos classical/14+Ki67+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos classical/14+Ki67+:Count																		
45424	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos classical/153+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos classical/153+:Count																		
45425	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos classical/154+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos classical/154+:Count																		
45422	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos classical/69+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos classical/69+:Count																		
45420	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos classical:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos classical:Count																		
45426	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos classical/IFNg+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos classical/IFNg+:Count																		
45427	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos classical/IFNg_OR_IL2:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos classical/IFNg_OR_IL2:Count																		
45430	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos classical/IL17a_OR_IL17F+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos classical/IL17a_OR_IL17F+:Count																		
45428	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos classical/IL2+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos classical/IL2+:Count																		
45429	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos classical/IL4_OR_IL13+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos classical/IL4_OR_IL13+:Count																		
45431	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos classical/Perf+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos classical/Perf+:Count																		
45432	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos classical/TNF+_Mono:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos classical/TNF+_Mono:Count																		
45436	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos nonclassical/103+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos nonclassical/103+:Count																		
45434	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos nonclassical/14+Ki67+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos nonclassical/14+Ki67+:Count																		
45437	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos nonclassical/153+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos nonclassical/153+:Count																		
45438	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos nonclassical/154+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos nonclassical/154+:Count																		
45435	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos nonclassical/69+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos nonclassical/69+:Count																		
45433	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos nonclassical:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos nonclassical:Count																		
45439	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos nonclassical/IFNg+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos nonclassical/IFNg+:Count																		
45440	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos nonclassical/IFNg_OR_IL2:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos nonclassical/IFNg_OR_IL2:Count																		
45443	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos nonclassical/IL17a_OR_IL17F+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos nonclassical/IL17a_OR_IL17F+:Count																		
45441	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos nonclassical/IL2+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos nonclassical/IL2+:Count																		
45442	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos nonclassical/IL4_OR_IL13+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos nonclassical/IL4_OR_IL13+:Count																		
45444	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos nonclassical/Perf+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos nonclassical/Perf+:Count																		
45445	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos nonclassical/TNF+_Mono:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Monos nonclassical/TNF+_Mono:Count																		
45449	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Total Monos/103+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Total Monos/103+:Count																		
45447	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Total Monos/14+Ki67+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Total Monos/14+Ki67+:Count																		
45450	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Total Monos/153+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Total Monos/153+:Count																		
45451	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Total Monos/154+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Total Monos/154+:Count																		
45448	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Total Monos/69+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Total Monos/69+:Count																		
45446	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Total Monos:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Total Monos:Count																		
45452	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Total Monos/IFNg+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Total Monos/IFNg+:Count																		
45453	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Total Monos/IFNg_OR_IL2:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Total Monos/IFNg_OR_IL2:Count																		
45456	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Total Monos/IL17a_OR_IL17F+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Total Monos/IL17a_OR_IL17F+:Count																		
45454	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Total Monos/IL2+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Total Monos/IL2+:Count																		
45455	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Total Monos/IL4_OR_IL13+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Total Monos/IL4_OR_IL13+:Count																		
45457	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Total Monos/Perf+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Total Monos/Perf+:Count																		
45458	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Total Monos/TNF+_Mono:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103/14+/Total Monos/TNF+_Mono:Count																		
45418	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14+SSChi/exclu103:Count																		
45416	AP-071	71		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv:Count																		
