Rowid	Analysis Plan Sort	Analysis Plan Id	Description	NAME1	STAT1	NAME2	STAT2	NAME3	STAT3	NAME4	STAT4	NAME5	STAT5	NAME6	STAT6	NAME7	STAT7	NAME8	STAT8	NAME9	STAT9	NAME10	STAT10
19332	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/BV711+BUV661+/IgD+/CD27+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/BV711+BUV661+/IgD+/CD27+:Count																		
19336	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/BV711+BUV661+/IgD-/CD27+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/BV711+BUV661+/IgD-/CD27+:Count																		
19331	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/BV711+BUV661+/IgD+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/BV711+BUV661+/IgD+:Count																		
19335	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/BV711+BUV661+/IgD-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/BV711+BUV661+/IgD-:Count																		
19337	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/BV711+BUV661+/IgD-/IgA+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/BV711+BUV661+/IgD-/IgA+:Count																		
19333	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/BV711+BUV661+/IgD+/IgD+IgG+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/BV711+BUV661+/IgD+/IgD+IgG+:Count																		
19339	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/BV711+BUV661+/IgD-/IgG+/CD27+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/BV711+BUV661+/IgD-/IgG+/CD27+:Count																		
19338	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/BV711+BUV661+/IgD-/IgG+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/BV711+BUV661+/IgD-/IgG+:Count																		
19340	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/BV711+BUV661+/IgD-/IgM+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/BV711+BUV661+/IgD-/IgM+:Count																		
19334	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/BV711+BUV661+/IgD+/IgMnaive:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/BV711+BUV661+/IgD+/IgMnaive:Count																		
19341	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/BV711+BUV661+/PE+AF647+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/BV711+BUV661+/PE+AF647+:Count																		
19343	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/CD27+/BV711+BUV661+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/CD27+/BV711+BUV661+:Count																		
19344	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/CD27+/BV711+BUV661+/PE+AF647+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/CD27+/BV711+BUV661+/PE+AF647+:Count																		
19348	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/CD27+CD21+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/CD27+CD21+:Count																		
19349	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/CD27+CD21-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/CD27+CD21-:Count																		
19350	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/CD27-CD21+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/CD27-CD21+:Count																		
19351	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/CD27-CD21-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/CD27-CD21-:Count																		
19342	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/CD27+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/CD27+:Count																		
19346	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/CD27+/PE+AF647+/BV711+BUV661+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/CD27+/PE+AF647+/BV711+BUV661+:Count																		
19347	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/CD27+/PE+AF647+/BV711-BUV661-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/CD27+/PE+AF647+/BV711-BUV661-:Count																		
19345	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/CD27+/PE+AF647+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/CD27+/PE+AF647+:Count																		
19430	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/BV711+BUV661+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/BV711+BUV661+:Count																		
19432	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/BV711+BUV661+/IgD+/CD27+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/BV711+BUV661+/IgD+/CD27+:Count																		
19436	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/BV711+BUV661+/IgD-/CD27+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/BV711+BUV661+/IgD-/CD27+:Count																		
19431	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/BV711+BUV661+/IgD+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/BV711+BUV661+/IgD+:Count																		
19435	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/BV711+BUV661+/IgD-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/BV711+BUV661+/IgD-:Count																		
19437	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/BV711+BUV661+/IgD-/IgA+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/BV711+BUV661+/IgD-/IgA+:Count																		
19433	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/BV711+BUV661+/IgD+/IgD+IgG+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/BV711+BUV661+/IgD+/IgD+IgG+:Count																		
19439	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/BV711+BUV661+/IgD-/IgG+/CD27+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/BV711+BUV661+/IgD-/IgG+/CD27+:Count																		
19438	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/BV711+BUV661+/IgD-/IgG+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/BV711+BUV661+/IgD-/IgG+:Count																		
19440	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/BV711+BUV661+/IgD-/IgM+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/BV711+BUV661+/IgD-/IgM+:Count																		
19434	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/BV711+BUV661+/IgD+/IgMnaive:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/BV711+BUV661+/IgD+/IgMnaive:Count																		
19441	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/BV711+BUV661+/PE+AF647+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/BV711+BUV661+/PE+AF647+:Count																		
19442	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/CD27+ CD38+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/CD27+ CD38+:Count																		
19443	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/CD27+ CD38+/IgG+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/CD27+ CD38+/IgG+:Count																		
19429	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+:Count																		
19445	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD+/BV711+BUV661+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD+/BV711+BUV661+:Count																		
19455	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD-/BV711+BUV661+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD-/BV711+BUV661+:Count																		
19446	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD+/BV711+BUV661+/PE+AF647+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD+/BV711+BUV661+/PE+AF647+:Count																		
19456	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD-/BV711+BUV661+/PE+AF647+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD-/BV711+BUV661+/PE+AF647+:Count																		
19447	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD+/CD27+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD+/CD27+:Count																		
19457	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD-/CD27+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD-/CD27+:Count																		
19444	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD+:Count																		
19454	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD-:Count																		
19449	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD+/PE+AF647+/BV711+BUV661+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD+/PE+AF647+/BV711+BUV661+:Count																		
19450	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD+/PE+AF647+/BV711-BUV661-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD+/PE+AF647+/BV711-BUV661-:Count																		
19459	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD-/PE+AF647+/BV711+BUV661+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD-/PE+AF647+/BV711+BUV661+:Count																		
19460	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD-/PE+AF647+/BV711-BUV661-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD-/PE+AF647+/BV711-BUV661-:Count																		
19451	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD+/PE+AF647+/CD27+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD+/PE+AF647+/CD27+:Count																		
19448	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD+/PE+AF647+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD+/PE+AF647+:Count																		
19458	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD-/PE+AF647+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD-/PE+AF647+:Count																		
19461	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD-/PE+AF647+/IgA+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD-/PE+AF647+/IgA+:Count																		
19452	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD+/PE+AF647+/IgD+IgG+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD+/PE+AF647+/IgD+IgG+:Count																		
19463	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD-/PE+AF647+/IgG+/CD27+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD-/PE+AF647+/IgG+/CD27+:Count																		
19462	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD-/PE+AF647+/IgG+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD-/PE+AF647+/IgG+:Count																		
19464	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD-/PE+AF647+/IgM+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD-/PE+AF647+/IgM+:Count																		
19453	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD+/PE+AF647+/IgMnaive:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD+/PE+AF647+/IgMnaive:Count																		
19465	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/Ki-67+ CD27+ (Plasmablast):Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/Ki-67+ CD27+ (Plasmablast):Count																		
19466	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/Ki-67+ CD27- (Plasmablast):Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/Ki-67+ CD27- (Plasmablast):Count																		
19467	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/Ki-67- CD27+ (Plasmablast):Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/Ki-67- CD27+ (Plasmablast):Count																		
19468	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/Ki-67- CD27- (Plasmablast):Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/Ki-67- CD27- (Plasmablast):Count																		
19470	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/PE+AF647+/BV711+BUV661+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/PE+AF647+/BV711+BUV661+:Count																		
19473	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/PE+AF647+/BV711-BUV661-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/PE+AF647+/BV711-BUV661-:Count																		
19471	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/PE+AF647+/BV711+BUV661+,Median,<G575-A>,N332-GT5 PE:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/PE+AF647+/BV711+BUV661+,Median,<G575-A>,N332-GT5 PE:Count																		
19474	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/PE+AF647+/BV711-BUV661-,Median,<G575-A>,N332-GT5 PE:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/PE+AF647+/BV711-BUV661-,Median,<G575-A>,N332-GT5 PE:Count																		
19472	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/PE+AF647+/BV711+BUV661+,Median,<R660-A>,N332-GT5 AF647:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/PE+AF647+/BV711+BUV661+,Median,<R660-A>,N332-GT5 AF647:Count																		
19475	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/PE+AF647+/BV711-BUV661-,Median,<R660-A>,N332-GT5 AF647:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/PE+AF647+/BV711-BUV661-,Median,<R660-A>,N332-GT5 AF647:Count																		
19469	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/PE+AF647+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/PE+AF647+:Count																		
19477	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/PE+AF647+/IgD+/CD27+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/PE+AF647+/IgD+/CD27+:Count																		
19481	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/PE+AF647+/IgD-/CD27+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/PE+AF647+/IgD-/CD27+:Count																		
19476	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/PE+AF647+/IgD+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/PE+AF647+/IgD+:Count																		
19480	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/PE+AF647+/IgD-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/PE+AF647+/IgD-:Count																		
19482	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/PE+AF647+/IgD-/IgA+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/PE+AF647+/IgD-/IgA+:Count																		
19478	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/PE+AF647+/IgD+/IgD+IgG+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/PE+AF647+/IgD+/IgD+IgG+:Count																		
19484	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/PE+AF647+/IgD-/IgG+/CD27+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/PE+AF647+/IgD-/IgG+/CD27+:Count																		
19483	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/PE+AF647+/IgD-/IgG+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/PE+AF647+/IgD-/IgG+:Count																		
19485	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/PE+AF647+/IgD-/IgM+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/PE+AF647+/IgD-/IgM+:Count																		
19479	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/PE+AF647+/IgD+/IgMnaive:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/PE+AF647+/IgD+/IgMnaive:Count																		
19325	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+:Count																		
19362	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/BV711+BUV661+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/BV711+BUV661+:Count																		
19363	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/BV711+BUV661+/PE+AF647+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/BV711+BUV661+/PE+AF647+:Count																		
19353	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+/CD27+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+/CD27+:Count																		
19364	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/CD27+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/CD27+:Count																		
19352	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+:Count																		
19361	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-:Count																		
19366	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgA+/BV711+BUV661+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgA+/BV711+BUV661+:Count																		
19367	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgA+/BV711+BUV661+/PE+AF647+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgA+/BV711+BUV661+/PE+AF647+:Count																		
19365	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgA+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgA+:Count																		
19369	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgA+/PE+AF647+/BV711+BUV661+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgA+/PE+AF647+/BV711+BUV661+:Count																		
19372	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgA+/PE+AF647+/BV711-BUV661-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgA+/PE+AF647+/BV711-BUV661-:Count																		
19370	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgA+/PE+AF647+/BV711+BUV661+,Median,<G575-A>,N332-GT5 PE:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgA+/PE+AF647+/BV711+BUV661+,Median,<G575-A>,N332-GT5 PE:Count																		
19373	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgA+/PE+AF647+/BV711-BUV661-,Median,<G575-A>,N332-GT5 PE:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgA+/PE+AF647+/BV711-BUV661-,Median,<G575-A>,N332-GT5 PE:Count																		
