Rowid	Analysis Plan Sort	Analysis Plan Id	Description	NAME1	STAT1	NAME2	STAT2	NAME3	STAT3	NAME4	STAT4	NAME5	STAT5	NAME6	STAT6	NAME7	STAT7	NAME8	STAT8	NAME9	STAT9	NAME10	STAT10
19371	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgA+/PE+AF647+/BV711+BUV661+,Median,<R660-A>,N332-GT5 AF647:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgA+/PE+AF647+/BV711+BUV661+,Median,<R660-A>,N332-GT5 AF647:Count																		
19374	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgA+/PE+AF647+/BV711-BUV661-,Median,<R660-A>,N332-GT5 AF647:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgA+/PE+AF647+/BV711-BUV661-,Median,<R660-A>,N332-GT5 AF647:Count																		
19368	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgA+/PE+AF647+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgA+/PE+AF647+:Count																		
19354	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+/IgD+IgG+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+/IgD+IgG+:Count																		
19376	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/AF647+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/AF647+:Count																		
19377	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/BUV661+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/BUV661+:Count																		
19379	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/BV711+BUV661+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/BV711+BUV661+:Count																		
19380	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/BV711+BUV661+/PE+AF647+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/BV711+BUV661+/PE+AF647+:Count																		
19378	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/BV711+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/BV711+:Count																		
19382	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CD27+/BV711+BUV661+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CD27+/BV711+BUV661+:Count																		
19383	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CD27+/BV711+BUV661+/PE+AF647+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CD27+/BV711+BUV661+/PE+AF647+:Count																		
19381	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CD27+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CD27+:Count																		
19385	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CD27+/PE+AF647+/BV711+BUV661+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CD27+/PE+AF647+/BV711+BUV661+:Count																		
19386	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CD27+/PE+AF647+/BV711-BUV661-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CD27+/PE+AF647+/BV711-BUV661-:Count																		
19384	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CD27+/PE+AF647+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CD27+/PE+AF647+:Count																		
19375	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+:Count																		
19389	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/PE+AF647+/BV711+BUV661+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/PE+AF647+/BV711+BUV661+:Count																		
19392	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/PE+AF647+/BV711-BUV661-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/PE+AF647+/BV711-BUV661-:Count																		
19390	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/PE+AF647+/BV711+BUV661+,Median,<G575-A>,N332-GT5 PE:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/PE+AF647+/BV711+BUV661+,Median,<G575-A>,N332-GT5 PE:Count																		
19393	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/PE+AF647+/BV711-BUV661-,Median,<G575-A>,N332-GT5 PE:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/PE+AF647+/BV711-BUV661-,Median,<G575-A>,N332-GT5 PE:Count																		
19391	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/PE+AF647+/BV711+BUV661+,Median,<R660-A>,N332-GT5 AF647:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/PE+AF647+/BV711+BUV661+,Median,<R660-A>,N332-GT5 AF647:Count																		
19394	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/PE+AF647+/BV711-BUV661-,Median,<R660-A>,N332-GT5 AF647:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/PE+AF647+/BV711-BUV661-,Median,<R660-A>,N332-GT5 AF647:Count																		
19388	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/PE+AF647+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/PE+AF647+:Count																		
19387	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/PE+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/PE+:Count																		
19396	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgM+/BV711+BUV661+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgM+/BV711+BUV661+:Count																		
19397	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgM+/BV711+BUV661+/PE+AF647+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgM+/BV711+BUV661+/PE+AF647+:Count																		
19395	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgM+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgM+:Count																		
19356	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+/IgMnaive/BV711+BUV661+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+/IgMnaive/BV711+BUV661+:Count																		
19357	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+/IgMnaive/BV711+BUV661+/PE+AF647+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+/IgMnaive/BV711+BUV661+/PE+AF647+:Count																		
19355	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+/IgMnaive:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+/IgMnaive:Count																		
19359	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+/IgMnaive/PE+AF647+/BV711+BUV661+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+/IgMnaive/PE+AF647+/BV711+BUV661+:Count																		
19360	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+/IgMnaive/PE+AF647+/BV711-BUV661-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+/IgMnaive/PE+AF647+/BV711-BUV661-:Count																		
19358	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+/IgMnaive/PE+AF647+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+/IgMnaive/PE+AF647+:Count																		
19399	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgM+/PE+AF647+/BV711+BUV661+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgM+/PE+AF647+/BV711+BUV661+:Count																		
19402	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgM+/PE+AF647+/BV711-BUV661-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgM+/PE+AF647+/BV711-BUV661-:Count																		
19400	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgM+/PE+AF647+/BV711+BUV661+,Median,<G575-A>,N332-GT5 PE:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgM+/PE+AF647+/BV711+BUV661+,Median,<G575-A>,N332-GT5 PE:Count																		
19403	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgM+/PE+AF647+/BV711-BUV661-,Median,<G575-A>,N332-GT5 PE:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgM+/PE+AF647+/BV711-BUV661-,Median,<G575-A>,N332-GT5 PE:Count																		
19401	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgM+/PE+AF647+/BV711+BUV661+,Median,<R660-A>,N332-GT5 AF647:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgM+/PE+AF647+/BV711+BUV661+,Median,<R660-A>,N332-GT5 AF647:Count																		
19404	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgM+/PE+AF647+/BV711-BUV661-,Median,<R660-A>,N332-GT5 AF647:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgM+/PE+AF647+/BV711-BUV661-,Median,<R660-A>,N332-GT5 AF647:Count																		
19398	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgM+/PE+AF647+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgM+/PE+AF647+:Count																		
19406	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/PE+AF647+/BV711+BUV661+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/PE+AF647+/BV711+BUV661+:Count																		
19409	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/PE+AF647+/BV711-BUV661-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/PE+AF647+/BV711-BUV661-:Count																		
19407	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/PE+AF647+/BV711+BUV661+,Median,<G575-A>,N332-GT5 PE:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/PE+AF647+/BV711+BUV661+,Median,<G575-A>,N332-GT5 PE:Count																		
19410	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/PE+AF647+/BV711-BUV661-,Median,<G575-A>,N332-GT5 PE:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/PE+AF647+/BV711-BUV661-,Median,<G575-A>,N332-GT5 PE:Count																		
19408	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/PE+AF647+/BV711+BUV661+,Median,<R660-A>,N332-GT5 AF647:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/PE+AF647+/BV711+BUV661+,Median,<R660-A>,N332-GT5 AF647:Count																		
19411	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/PE+AF647+/BV711-BUV661-,Median,<R660-A>,N332-GT5 AF647:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/PE+AF647+/BV711-BUV661-,Median,<R660-A>,N332-GT5 AF647:Count																		
19405	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/PE+AF647+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/PE+AF647+:Count																		
19413	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/PE+AF647+/BV711+BUV661+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/PE+AF647+/BV711+BUV661+:Count																		
19414	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/PE+AF647+/BV711-BUV661-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/PE+AF647+/BV711-BUV661-:Count																		
19415	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/PE+AF647+/CD27+CD21+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/PE+AF647+/CD27+CD21+:Count																		
19416	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/PE+AF647+/CD27+CD21-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/PE+AF647+/CD27+CD21-:Count																		
19417	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/PE+AF647+/CD27-CD21+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/PE+AF647+/CD27-CD21+:Count																		
19418	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/PE+AF647+/CD27-CD21-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/PE+AF647+/CD27-CD21-:Count																		
19412	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/PE+AF647+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/PE+AF647+:Count																		
19420	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/PE+AF647+/IgD+/CD27+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/PE+AF647+/IgD+/CD27+:Count																		
19424	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/PE+AF647+/IgD-/CD27+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/PE+AF647+/IgD-/CD27+:Count																		
19419	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/PE+AF647+/IgD+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/PE+AF647+/IgD+:Count																		
19423	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/PE+AF647+/IgD-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/PE+AF647+/IgD-:Count																		
19425	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/PE+AF647+/IgD-/IgA+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/PE+AF647+/IgD-/IgA+:Count																		
19421	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/PE+AF647+/IgD+/IgD+IgG+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/PE+AF647+/IgD+/IgD+IgG+:Count																		
19427	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/PE+AF647+/IgD-/IgG+/CD27+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/PE+AF647+/IgD-/IgG+/CD27+:Count																		
19426	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/PE+AF647+/IgD-/IgG+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/PE+AF647+/IgD-/IgG+:Count																		
19428	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/PE+AF647+/IgD-/IgM+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/PE+AF647+/IgD-/IgM+:Count																		
19422	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/PE+AF647+/IgD+/IgMnaive:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/PE+AF647+/IgD+/IgMnaive:Count																		
19487	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD27+ CD38+/BV711+BUV661+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD27+ CD38+/BV711+BUV661+:Count																		
19488	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD27+ CD38+/BV711+BUV661+/PE+AF647+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD27+ CD38+/BV711+BUV661+/PE+AF647+:Count																		
19486	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD27+ CD38+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD27+ CD38+:Count																		
19490	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD27+ CD38+/PE+AF647+/BV711+BUV661+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD27+ CD38+/PE+AF647+/BV711+BUV661+:Count																		
19491	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD27+ CD38+/PE+AF647+/BV711-BUV661-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD27+ CD38+/PE+AF647+/BV711-BUV661-:Count																		
19489	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD27+ CD38+/PE+AF647+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD27+ CD38+/PE+AF647+:Count																		
19324	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+:Count																		
19492	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/Ki-67+ CD20+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/Ki-67+ CD20+:Count																		
19493	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/Ki-67+ CD20-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/Ki-67+ CD20-:Count																		
19496	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/Ki-67- CD20+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/Ki-67- CD20+:Count																		
19497	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/Ki-67- CD20-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/Ki-67- CD20-:Count																		
19494	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/Ki-67+ CD27+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/Ki-67+ CD27+:Count																		
19495	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/Ki-67+ CD27-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/Ki-67+ CD27-:Count																		
19498	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/Ki-67- CD27+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/Ki-67- CD27+:Count																		
19499	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/Ki-67- CD27-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/Ki-67- CD27-:Count																		
19323	AP-077	77		Time/K1/K2/K3/K4/K5/K6/K7/S/L:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L:Count																		
19313	AP-077	77		Ungated:Count	Ungated:Count																		
