AnalysisPlanSort	AnalysisPlanId	Description	NAME1	STAT1
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3-/Total NK/FoxP3+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3-/Total NK/FoxP3+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3-/Total NK/GzB-Perf-:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3-/Total NK/GzB-Perf-:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3-/Total NK/GzB-Perf+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3-/Total NK/GzB-Perf+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3-/Total NK/GzB+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3-/Total NK/GzB+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3-/Total NK/GzB+Perf-:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3-/Total NK/GzB+Perf-:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3-/Total NK/GzB+Perf+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3-/Total NK/GzB+Perf+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3-/Total NK/IFNg_OR_IL2:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3-/Total NK/IFNg_OR_IL2:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3-/Total NK/IFNg+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3-/Total NK/IFNg+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3-/Total NK/IL17a+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3-/Total NK/IL17a+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3-/Total NK/IL2+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3-/Total NK/IL2+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3-/Total NK/IL21+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3-/Total NK/IL21+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3-/Total NK/IL4+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3-/Total NK/IL4+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3-/Total NK/IL5_OR_IL13+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3-/Total NK/IL5_OR_IL13+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3-/Total NK/Ki67+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3-/Total NK/Ki67+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3-/Total NK/N:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3-/Total NK/N:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3-/Total NK/PD1+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3-/Total NK/PD1+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3-/Total NK/Perf+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3-/Total NK/Perf+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3-/Total NK/TEMRA:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3-/Total NK/TEMRA:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3-/Total NK/TNFa+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3-/Total NK/TNFa+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/154+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/154+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/25+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/25+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/45RA+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/45RA+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CCR6-CXCR3-:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CCR6-CXCR3-:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CCR6-CXCR3+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CCR6-CXCR3+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CCR6+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CCR6+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CCR6+CXCR3-:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CCR6+CXCR3-:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CCR6+CXCR3+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CCR6+CXCR3+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CCR7+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CCR7+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CM:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CM:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CXCR3+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CXCR3+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CXCR5+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CXCR5+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CXCR5+/154+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CXCR5+/154+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CXCR5+/25+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CXCR5+/25+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CXCR5+/45RA+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CXCR5+/45RA+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CXCR5+/CCR7+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CXCR5+/CCR7+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CXCR5+/CM:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CXCR5+/CM:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CXCR5+/EM:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CXCR5+/EM:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CXCR5+/FoxP3+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CXCR5+/FoxP3+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CXCR5+/FoxP3+25+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CXCR5+/FoxP3+25+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CXCR5+/IFNg_OR_IL2_OR_154:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CXCR5+/IFNg_OR_IL2_OR_154:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CXCR5+/IFNg_OR_IL2:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CXCR5+/IFNg_OR_IL2:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CXCR5+/IFNg+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CXCR5+/IFNg+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CXCR5+/IL2+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CXCR5+/IL2+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CXCR5+/IL21+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CXCR5+/IL21+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CXCR5+/Ki67+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CXCR5+/Ki67+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CXCR5+/N:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CXCR5+/N:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CXCR5+/TEMRA:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CXCR5+/TEMRA:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CXCR5+/TNFa+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/CXCR5+/TNFa+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/EM:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/EM:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/FoxP3+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/FoxP3+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/FoxP3+25+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/FoxP3+25+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/GzB-Perf-:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/GzB-Perf-:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/GzB-Perf+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/GzB-Perf+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/GzB+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/GzB+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/GzB+Perf-:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/GzB+Perf-:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/GzB+Perf+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/GzB+Perf+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/IFNg_OR_IL2:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/IFNg_OR_IL2:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/IFNg+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/IFNg+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/IL17a+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/IL17a+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/IL2+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/IL2+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/IL21+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/IL21+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/IL4+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/IL4+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/IL5_OR_IL13+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/IL5_OR_IL13+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/Ki67+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/Ki67+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/N:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/N:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/PD1+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/PD1+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/Perf+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/Perf+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/TEMRA:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/TEMRA:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/TNFa+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4-8-/TNFa+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4+/154+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4+/154+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4+/25+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4+/25+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4+/4-5or13-:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4+/4-5or13-:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4+/4-5or13+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4+/4-5or13+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4+/4+45RA+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4+/4+45RA+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4+/4+5or13-:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4+/4+5or13-:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4+/4+5or13+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4+/4+5or13+:Count
AP-059	59	Similar to AP054, but modified staining panel with 3 different markers	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4+/CCR6-CXCR3-:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/19-/3+/3+excl 16br/56-16-/4+/CCR6-CXCR3-:Count
