Analysis Plan Sort	Analysis Plan Id	Description	NAME1	STAT1
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/CXCR5+/154+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/CXCR5+/154+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/CXCR5+/25+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/CXCR5+/25+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/CXCR5+/69+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/CXCR5+/69+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/CXCR5+/CM:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/CXCR5+/CM:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/CXCR5+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/CXCR5+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/CXCR5+/EM:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/CXCR5+/EM:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/CXCR5+/FOXP3+25+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/CXCR5+/FOXP3+25+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/CXCR5+/FOXP3+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/CXCR5+/FOXP3+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/CXCR5+/IFNg+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/CXCR5+/IFNg+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/CXCR5+/IFNg_OR_IL2:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/CXCR5+/IFNg_OR_IL2:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/CXCR5+/IFNg_OR_IL2_OR_154:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/CXCR5+/IFNg_OR_IL2_OR_154:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/CXCR5+/IL21+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/CXCR5+/IL21+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/CXCR5+/IL2+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/CXCR5+/IL2+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/CXCR5+/Ki67+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/CXCR5+/Ki67+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/CXCR5+/Naive:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/CXCR5+/Naive:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/CXCR5+/R7+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/CXCR5+/R7+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/CXCR5+/RA+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/CXCR5+/RA+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/CXCR5+/TEMRA:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/CXCR5+/TEMRA:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/CXCR5+/TNFa+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/CXCR5+/TNFa+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/EM:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/EM:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/GzB+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/GzB+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/IFNg+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/IFNg+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/IFNg_OR_IL2:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/IFNg_OR_IL2:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/IFNg_OR_IL2_OR_154:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/IFNg_OR_IL2_OR_154:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/IL17a+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/IL17a+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/IL21+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/IL21+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/IL2+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/IL2+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/Ki67+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/Ki67+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/Naive:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/Naive:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/R7+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/R7+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/RA+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/RA+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/TEMRA:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/TEMRA:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/TNFa+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3-/16+_OR_NKG2A+/TNFa+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4+/154+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4+/154+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4+/25+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4+/25+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4+/4+RA+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4+/4+RA+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4+/69+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4+/69+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4+8+/154+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4+8+/154+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4-8-/154+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4-8-/154+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4+8+/25+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4+8+/25+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4-8-/25+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4-8-/25+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4+8+/69+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4+8+/69+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4-8-/69+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4-8-/69+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4+8+/CCR6+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4+8+/CCR6+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4-8-/CCR6+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4-8-/CCR6+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4+8+/CCR6+CXCR3+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4+8+/CCR6+CXCR3+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4+8+/CCR6+CXCR3-:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4+8+/CCR6+CXCR3-:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4+8+/CCR6-CXCR3+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4+8+/CCR6-CXCR3+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4+8+/CCR6-CXCR3-:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4+8+/CCR6-CXCR3-:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4-8-/CCR6+CXCR3+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4-8-/CCR6+CXCR3+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4-8-/CCR6+CXCR3-:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4-8-/CCR6+CXCR3-:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4-8-/CCR6-CXCR3+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4-8-/CCR6-CXCR3+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4-8-/CCR6-CXCR3-:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4-8-/CCR6-CXCR3-:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4+8+/CM:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4+8+/CM:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4-8-/CM:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4-8-/CM:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4+8+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4+8+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4-8-:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4-8-:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4+8+/CXCR3+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4+8+/CXCR3+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4-8-/CXCR3+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4-8-/CXCR3+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4+8+/CXCR5+/154+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4+8+/CXCR5+/154+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4-8-/CXCR5+/154+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4-8-/CXCR5+/154+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4+8+/CXCR5+/25+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4+8+/CXCR5+/25+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4-8-/CXCR5+/25+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4-8-/CXCR5+/25+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4+8+/CXCR5+/69+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4+8+/CXCR5+/69+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4-8-/CXCR5+/69+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4-8-/CXCR5+/69+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4+8+/CXCR5+/CM:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4+8+/CXCR5+/CM:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4-8-/CXCR5+/CM:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4-8-/CXCR5+/CM:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4+8+/CXCR5+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4+8+/CXCR5+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4-8-/CXCR5+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4-8-/CXCR5+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4+8+/CXCR5+/EM:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4+8+/CXCR5+/EM:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4-8-/CXCR5+/EM:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4-8-/CXCR5+/EM:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4+8+/CXCR5+/FOXP3+25+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4+8+/CXCR5+/FOXP3+25+:Count
AP-058	58		Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4-8-/CXCR5+/FOXP3+25+:Count	Time/K1/K2/K3/K4/K5/K6/K7/K8/Lv/14-/L/S/20-/3+/3+ excl16br/NKG2A-16-/4-8-/CXCR5+/FOXP3+25+:Count
