AnalysisPlanSort	AnalysisPlanId	NAME1	STAT1
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/38+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/38+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/38+DR+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/38+DR+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/38+DR-:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/38+DR-:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/38-DR+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/38-DR+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/154+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/154+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/CCR5+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/CCR5+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/GzB+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/GzB+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IL2+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IL2+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/Perforin+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/Perforin+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/N:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/N:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/TD:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/TD:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/CM:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/CM:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/CTLA4+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/CTLA4+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/CXCR5+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/CXCR5+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/DR+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/DR+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/EM:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/EM:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/GzB+Perf+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/GzB+Perf+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/GzB+Perf-:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/GzB+Perf-:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/GzB-Perf+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/GzB-Perf+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/GzB-Perf-:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/GzB-Perf-:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/GzB_AND_IFNg:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/GzB_AND_IFNg:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/GzB_AND_TNFa:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/GzB_AND_TNFa:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNgIL2TNFa154IL4IL13MIP1B:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNgIL2TNFa154IL4IL13MIP1B:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_AND_154:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_AND_154:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2/8+B7+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2/8+B7+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2/8+B7+/R7+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2/8+B7+/R7+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2/CM:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2/CM:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2/CTLA4+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2/CTLA4+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2/CXCR5+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2/CXCR5+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2/EM:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2/EM:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2/N:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2/N:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2/PD1+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2/PD1+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2/PD1+CXCR5+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2/PD1+CXCR5+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2/PD1+CXCR5-:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2/PD1+CXCR5-:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2/RA+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2/RA+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2/R7+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2/R7+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2/TD:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2/TD:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2/TIM3_OR_LAG3:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2/TIM3_OR_LAG3:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2_AND_154:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2_AND_154:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2_AND_154_NOT_Th2:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2_AND_154_NOT_Th2:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2_NOT_Th2:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2_NOT_Th2:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2_OR_TNFa:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2_OR_TNFa:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2_OR_TNFa/8+B7+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2_OR_TNFa/8+B7+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2_OR_TNFa/8+B7+/R7+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2_OR_TNFa/8+B7+/R7+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2_OR_TNFa/CM:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2_OR_TNFa/CM:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2_OR_TNFa/CTLA4+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2_OR_TNFa/CTLA4+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2_OR_TNFa/CXCR5+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2_OR_TNFa/CXCR5+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2_OR_TNFa/EM:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2_OR_TNFa/EM:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2_OR_TNFa/N:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2_OR_TNFa/N:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2_OR_TNFa/PD1+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2_OR_TNFa/PD1+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2_OR_TNFa/PD1+CXCR5+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2_OR_TNFa/PD1+CXCR5+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2_OR_TNFa/PD1+CXCR5-:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2_OR_TNFa/PD1+CXCR5-:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2_OR_TNFa/RA+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2_OR_TNFa/RA+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2_OR_TNFa/R7+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2_OR_TNFa/R7+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2_OR_TNFa/TD:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2_OR_TNFa/TD:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2_OR_TNFa/TIM3_OR_LAG3:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2_OR_TNFa/TIM3_OR_LAG3:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2_OR_TNFa_OR_154:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2_OR_TNFa_OR_154:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2_OR_TN_OR_154_NOT_Th2:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2_OR_TN_OR_154_NOT_Th2:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2_OR_154:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2_OR_154:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2_OR_154_NOT_Th2:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IFNg_OR_IL2_OR_154_NOT_Th2:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IL4_OR_IL13:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IL4_OR_IL13:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IL4_OR_IL13_AND_154:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IL4_OR_IL13_AND_154:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IL4_OR_IL13_AND_154_NOT_IFNg:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/IL4_OR_IL13_AND_154_NOT_IFNg:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/Ki67+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/Ki67+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/MIP1B+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/MIP1B+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/PD1+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/PD1+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/PD1+CXCR5+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/PD1+CXCR5+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/PD1+CXCR5-:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/PD1+CXCR5-:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/RA+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/RA+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/R7+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/R7+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/TIM3_OR_LAG3:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/TIM3_OR_LAG3:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/TNFa+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/3+excl 16br/56-16-/8+/TNFa+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/25+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/25+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/38+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/38+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/38+DR+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/38+DR+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/38+DR-:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/38+DR-:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/38-DR+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/38-DR+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/154+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/154+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/B7+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/B7+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/B7+/R7+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/B7+/R7+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/CCR5+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/CCR5+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/CM:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/CM:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/CTLA4+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/CTLA4+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/CXCR5+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/CXCR5+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/DR+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/DR+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/EM:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/EM:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/GzB+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/GzB+:Count
