Analysis Plan Sort	Analysis Plan Id	Description	NAME1	STAT1
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD-:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD+/MD39_3AF647+ MD39_3baseKO+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD+/MD39_3AF647+ MD39_3baseKO+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD-/MD39_3AF647+ MD39_3baseKO+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD-/MD39_3AF647+ MD39_3baseKO+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD+/MD39_3baseKO AF488+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD+/MD39_3baseKO AF488+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD+/MD39_3baseKO AF488-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD+/MD39_3baseKO AF488-:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD-/MD39_3baseKO AF488+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD-/MD39_3baseKO AF488+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD-/MD39_3baseKO AF488-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD-/MD39_3baseKO AF488-:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD+/MD39_3PE+ MD39_3AF647+/CD27+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD+/MD39_3PE+ MD39_3AF647+/CD27+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD+/MD39_3PE+ MD39_3AF647+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD+/MD39_3PE+ MD39_3AF647+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD-/MD39_3PE+ MD39_3AF647+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD-/MD39_3PE+ MD39_3AF647+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD-/MD39_3PE+ MD39_3AF647+/IgA+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD-/MD39_3PE+ MD39_3AF647+/IgA+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD+/MD39_3PE+ MD39_3AF647+/IgD+IgG+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD+/MD39_3PE+ MD39_3AF647+/IgD+IgG+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD-/MD39_3PE+ MD39_3AF647+/IgG+/CD27+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD-/MD39_3PE+ MD39_3AF647+/IgG+/CD27+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD-/MD39_3PE+ MD39_3AF647+/IgG+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD-/MD39_3PE+ MD39_3AF647+/IgG+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD-/MD39_3PE+ MD39_3AF647+/IgM+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD-/MD39_3PE+ MD39_3AF647+/IgM+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD+/MD39_3PE+ MD39_3AF647+/IgMnaive:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD+/MD39_3PE+ MD39_3AF647+/IgMnaive:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD+/MD39_3PE+ MD39_3AF647+/MD39_3baseKOAF488+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD+/MD39_3PE+ MD39_3AF647+/MD39_3baseKOAF488+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD+/MD39_3PE+ MD39_3AF647+/MD39_3baseKOAF488-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD+/MD39_3PE+ MD39_3AF647+/MD39_3baseKOAF488-:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD-/MD39_3PE+ MD39_3AF647+/MD39_3baseKOAF488+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD-/MD39_3PE+ MD39_3AF647+/MD39_3baseKOAF488+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD-/MD39_3PE+ MD39_3AF647+/MD39_3baseKOAF488-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/IgD-/MD39_3PE+ MD39_3AF647+/MD39_3baseKOAF488-:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/Ki-67+ CD27+ (Plasmablast):Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/Ki-67+ CD27+ (Plasmablast):Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/Ki-67+ CD27- (Plasmablast):Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/Ki-67+ CD27- (Plasmablast):Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/Ki-67- CD27+ (Plasmablast):Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/Ki-67- CD27+ (Plasmablast):Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/Ki-67- CD27- (Plasmablast):Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/Ki-67- CD27- (Plasmablast):Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/MD39_3AF647+ MD39_3baseKO+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/MD39_3AF647+ MD39_3baseKO+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/MD39_3PE+ MD39_3AF647+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/MD39_3PE+ MD39_3AF647+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/MD39_3PE+ MD39_3AF647+/IgD+/CD27+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/MD39_3PE+ MD39_3AF647+/IgD+/CD27+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/MD39_3PE+ MD39_3AF647+/IgD-/CD27+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/MD39_3PE+ MD39_3AF647+/IgD-/CD27+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/MD39_3PE+ MD39_3AF647+/IgD+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/MD39_3PE+ MD39_3AF647+/IgD+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/MD39_3PE+ MD39_3AF647+/IgD-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/MD39_3PE+ MD39_3AF647+/IgD-:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/MD39_3PE+ MD39_3AF647+/IgD-/IgA+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/MD39_3PE+ MD39_3AF647+/IgD-/IgA+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/MD39_3PE+ MD39_3AF647+/IgD+/IgD+IgG+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/MD39_3PE+ MD39_3AF647+/IgD+/IgD+IgG+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/MD39_3PE+ MD39_3AF647+/IgD-/IgG+/CD27+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/MD39_3PE+ MD39_3AF647+/IgD-/IgG+/CD27+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/MD39_3PE+ MD39_3AF647+/IgD-/IgG+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/MD39_3PE+ MD39_3AF647+/IgD-/IgG+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/MD39_3PE+ MD39_3AF647+/IgD-/IgM+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/MD39_3PE+ MD39_3AF647+/IgD-/IgM+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/MD39_3PE+ MD39_3AF647+/IgD+/IgMnaive:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/MD39_3PE+ MD39_3AF647+/IgD+/IgMnaive:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/MD39_3PE+ MD39_3AF647+/MD39_3baseKOAF488+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/MD39_3PE+ MD39_3AF647+/MD39_3baseKOAF488+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/MD39_3PE+ MD39_3AF647+/MD39_3baseKOAF488-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20- CD38+/MD39_3PE+ MD39_3AF647+/MD39_3baseKOAF488-:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+/CD27+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+/CD27+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/CD27+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/CD27+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgA+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgA+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgA+/MD39_3AF647+ MD39_3baseKO+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgA+/MD39_3AF647+ MD39_3baseKO+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgA+/MD39_3baseKO AF488+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgA+/MD39_3baseKO AF488+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgA+/MD39_3baseKO AF488-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgA+/MD39_3baseKO AF488-:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgA+/MD39_3PE+ MD39_3AF647+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgA+/MD39_3PE+ MD39_3AF647+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgA+/MD39_3PE+ MD39_3AF647+/MD39_3baseKOAF488+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgA+/MD39_3PE+ MD39_3AF647+/MD39_3baseKOAF488+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgA+/MD39_3PE+ MD39_3AF647+/MD39_3baseKOAF488-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgA+/MD39_3PE+ MD39_3AF647+/MD39_3baseKOAF488-:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+/IgD+IgG+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+/IgD+IgG+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/AF488+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/AF488+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/AF647+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/AF647+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CD27+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CD27+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CD27+/MD39_3AF647+ MD39_3baseKO+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CD27+/MD39_3AF647+ MD39_3baseKO+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CD27+/MD39_3PE+ MD39_3AF647+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CD27+/MD39_3PE+ MD39_3AF647+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CD27+/MD39_3PE+ MD39_3AF647+/MD39_3baseKOAF488+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CD27+/MD39_3PE+ MD39_3AF647+/MD39_3baseKOAF488+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CD27+/MD39_3PE+ MD39_3AF647+/MD39_3baseKOAF488-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/CD27+/MD39_3PE+ MD39_3AF647+/MD39_3baseKOAF488-:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/MD39_3AF647+ MD39_3baseKO+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/MD39_3AF647+ MD39_3baseKO+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/MD39_3baseKO AF488+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/MD39_3baseKO AF488+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/MD39_3baseKO AF488-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/MD39_3baseKO AF488-:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/MD39_3PE+ MD39_3AF647+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/MD39_3PE+ MD39_3AF647+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/MD39_3PE+ MD39_3AF647+/MD39_3baseKOAF488+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/MD39_3PE+ MD39_3AF647+/MD39_3baseKOAF488+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/MD39_3PE+ MD39_3AF647+/MD39_3baseKOAF488-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/MD39_3PE+ MD39_3AF647+/MD39_3baseKOAF488-:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/PE+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgG+/PE+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgM+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgM+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgM+/MD39_3AF647+ MD39_3baseKO+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgM+/MD39_3AF647+ MD39_3baseKO+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgM+/MD39_3baseKO AF488+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgM+/MD39_3baseKO AF488+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgM+/MD39_3baseKO AF488-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgM+/MD39_3baseKO AF488-:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgM+/MD39_3PE+ MD39_3AF647+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgM+/MD39_3PE+ MD39_3AF647+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgM+/MD39_3PE+ MD39_3AF647+/MD39_3baseKOAF488+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgM+/MD39_3PE+ MD39_3AF647+/MD39_3baseKOAF488+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgM+/MD39_3PE+ MD39_3AF647+/MD39_3baseKOAF488-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/IgM+/MD39_3PE+ MD39_3AF647+/MD39_3baseKOAF488-:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+/IgMnaive:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+/IgMnaive:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+/IgMnaive/MD39_3AF647+ MD39_3baseKO+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+/IgMnaive/MD39_3AF647+ MD39_3baseKO+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+/IgMnaive/MD39_3PE+ MD39_3AF647+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+/IgMnaive/MD39_3PE+ MD39_3AF647+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+/IgMnaive/MD39_3PE+ MD39_3AF647+/MD39_3baseKOAF488+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+/IgMnaive/MD39_3PE+ MD39_3AF647+/MD39_3baseKOAF488+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+/IgMnaive/MD39_3PE+ MD39_3AF647+/MD39_3baseKOAF488-:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD+/IgMnaive/MD39_3PE+ MD39_3AF647+/MD39_3baseKOAF488-:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/MD39_3AF647+ MD39_3baseKO+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/MD39_3AF647+ MD39_3baseKO+:Count
AP-065	65		Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/MD39_3AF647+ MD39_3baseKO+/MD39_3PE+ MD39_3AF647+:Count	Time/K1/K2/K3/K4/K5/K6/K7/S/L/CD19+/CD20+/IgD-/MD39_3AF647+ MD39_3baseKO+/MD39_3PE+ MD39_3AF647+:Count
